kurtosisx,kurtosisy,kurtosisz,kurtosisf,abs_kurtosisx,abs_kurtosisy,abs_kurtosisz,abs_kurtosisf,minx,miny,minz,minf,abs_minx,abs_miny,abs_minz,abs_minf,maxx,maxy,maxz,maxf,abs_maxx,abs_maxy,abs_maxz,abs_maxf,meanx,meany,meanz,meanf,abs_meanx,abs_meany,abs_meanz,abs_meanf,medianx,mediany,medianz,medianf,label
-0.601384378,-1.240111707,-1.15840877,2.537672474,-0.72673341,-1.225025344,2.451054946,2.537925289,0,0,0,0,0,0,0,0,0.588574179,1,0.95284081,1,0.588574179,1,0.95284081,1,0.233144207,0.336965088,0.350732879,0.566407779,0.233144207,0.336965088,0.350732879,0.566407779,0.287185557,0.251351124,0.248815993,0.71942446,1
