time,kurtosisx,kurtosisy,kurtosisz,kurtosisf,abs_kurtosisx,abs_kurtosisy,abs_kurtosisz,abs_kurtosisf,minx,miny,minz,minf,abs_minx,abs_miny,abs_minz,abs_minf,maxx,maxy,maxz,maxf,abs_maxx,abs_maxy,abs_maxz,abs_maxf,meanx,meany,meanz,meanf,abs_meanx,abs_meany,abs_meanz,abs_meanf,medianx,mediany,medianz,medianf,label
2020-04-20T22:31:33.138,0.094162286,-0.111337612,13.86348209,0.186593286,0.094162286,-0.111337612,13.86348209,0.271993539,0.00245175,0,0,0,0.00245175,0,0,0,0.66666678,0.636363653,1,1,0.66666678,0.636363653,1,1,0.028994807,0.003173056,0.002887482,0.433091286,0.028994807,0.003173056,0.002887482,0.433091286,0.027735405,0.001887116,0.000796323,0.4,0
